Power Constraint (kW),Specified Cell Count,Flight Level (100x ft),current_A (Value),cathode_rh_in_perc (Value),stoich_cathode (Value),pressure_cathode_in_bara (Value),temp_coolant_inlet_degC (Value),temp_coolant_outlet_degC (Value),current_A (Lower Bound),cathode_rh_in_perc (Lower Bound),stoich_cathode (Lower Bound),pressure_cathode_in_bara (Lower Bound),temp_coolant_inlet_degC (Lower Bound),temp_coolant_outlet_degC (Lower Bound),current_A (Upper Bound),cathode_rh_in_perc (Upper Bound),stoich_cathode (Upper Bound),pressure_cathode_in_bara (Upper Bound),temp_coolant_inlet_degC (Upper Bound),temp_coolant_outlet_degC (Upper Bound),Hydrogen Consumption (g/s),Cell Voltage (V),System Power (kW),Compressor Power (kW),Stack Power (kW)
125.0,400,0,495.8476,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0721,0.6346,124.9,0.96,125.86
125.0,400,20,498.6026,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0836,0.6353,124.9,1.82,126.71
125.0,400,40,496.0446,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0729,0.6429,124.9,2.66,127.56
125.0,400,60,506.6318,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1172,0.634,124.89,3.59,128.49
125.0,400,80,512.1711,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1403,0.6317,124.89,4.52,129.41
125.0,400,100,515.9358,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.156,0.6316,124.89,5.46,130.35
125.0,400,120,518.1268,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1652,0.6335,124.89,6.4,131.29
125.0,450,0,425.9106,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0023,0.6565,124.9,0.93,125.83
30.0,400,20,103.1011,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4308,0.7347,29.93,0.38,30.3
125.0,450,20,431.2017,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0272,0.6528,124.9,1.77,126.67
125.0,450,40,431.4004,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0281,0.6568,124.9,2.6,127.5
125.0,450,60,437.2658,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0557,0.6525,124.9,3.49,128.39
125.0,450,80,443.6684,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0858,0.6477,124.9,4.41,129.3
125.0,450,100,442.9581,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0825,0.653,124.9,5.27,130.17
125.0,450,120,451.6167,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1232,0.6454,124.9,6.28,131.17
125.0,500,0,378.7545,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9785,0.6644,124.91,0.92,125.82
125.0,500,20,380.9279,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9898,0.6649,124.91,1.73,126.64
125.0,500,40,380.2515,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,1.9863,0.6704,124.91,2.55,127.45
125.0,500,60,386.0781,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0167,0.6648,124.9,3.42,128.33
30.0,400,40,103.7025,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4334,0.7348,29.93,0.56,30.48
125.0,500,80,388.3593,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0286,0.6653,124.9,4.29,129.19
125.0,500,100,386.6659,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0198,0.6725,124.9,5.12,130.02
125.0,500,120,390.3028,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0388,0.6709,124.9,6.03,130.93
130.0,400,0,520.7344,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1761,0.6285,129.89,1.01,130.9
130.0,400,20,524.9779,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1938,0.6277,129.89,1.91,131.81
130.0,400,40,525.3099,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1952,0.6316,129.89,2.82,132.71
130.0,400,60,532.0629,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2234,0.6281,129.89,3.77,133.67
130.0,400,80,535.4755,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2377,0.6285,129.89,4.73,134.62
130.0,400,100,540.6706,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2594,0.6271,129.89,5.72,135.61
130.0,400,120,545.7541,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2806,0.6259,129.89,6.74,136.63
30.0,400,60,104.5145,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4368,0.7335,29.92,0.74,30.67
130.0,450,0,446.7213,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1001,0.651,129.9,0.97,130.88
130.0,450,20,451.0619,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1206,0.6491,129.9,1.85,131.75
130.0,450,40,453.5037,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.132,0.6499,129.9,2.73,132.63
130.0,450,60,465.0066,100.0,1.4,2.5151,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1861,0.6953,129.9,15.6,145.5
130.0,450,80,459.2149,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1589,0.6507,129.9,4.56,134.46
130.0,450,100,466.4874,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1931,0.6453,129.9,5.55,135.45
130.0,450,120,471.2854,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2156,0.6434,129.89,6.55,136.44
130.0,500,0,390.1241,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0379,0.6708,129.91,0.95,130.85
130.0,500,20,395.71,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.067,0.6657,129.91,1.8,131.71
130.0,500,40,398.8984,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.0837,0.6647,129.91,2.67,132.58
30.0,400,80,105.0133,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4388,0.7345,29.92,0.93,30.85
130.0,500,60,402.0422,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1001,0.6639,129.9,3.56,133.47
130.0,500,80,408.6332,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1345,0.6579,129.9,4.51,134.41
130.0,500,100,412.145,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1529,0.6568,129.9,5.45,135.35
130.0,500,120,413.418,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1595,0.6593,129.9,6.38,136.28
135.0,400,0,544.5981,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2758,0.6241,134.89,1.06,135.95
135.0,400,20,543.3094,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2704,0.6298,134.89,1.98,136.87
135.0,400,40,546.1127,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2821,0.6309,134.89,2.93,137.82
135.0,400,60,557.0274,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3278,0.6231,134.89,3.95,138.84
135.0,400,80,563.8407,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3562,0.6202,134.89,4.98,139.87
135.0,400,100,571.1282,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3867,0.6169,134.89,6.05,140.93
30.0,400,100,105.7063,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4417,0.7342,29.92,1.12,31.04
135.0,400,120,568.688,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3765,0.6239,134.89,7.02,141.91
135.0,450,0,469.1452,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2056,0.6438,134.9,1.02,135.92
135.0,450,20,472.6218,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2219,0.6434,134.9,1.94,136.84
135.0,450,40,475.4988,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2354,0.6438,134.9,2.87,137.77
135.0,450,60,485.222,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2811,0.6355,134.9,3.87,138.76
135.0,450,80,483.3728,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2725,0.6422,134.9,4.8,139.7
135.0,450,100,492.4534,100.0,1.4,1.1,60.0,65.0002,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3151,0.6352,134.89,5.86,140.75
135.0,450,120,493.7935,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3214,0.6379,134.89,6.86,141.76
135.0,500,0,411.3535,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1488,0.6608,134.9,1.0,135.9
135.0,500,20,417.079,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1787,0.656,134.9,1.9,136.8
30.0,400,120,106.3131,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4443,0.7345,29.92,1.31,31.24
20.0,400,60,68.628,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.2868,0.7436,19.93,0.49,20.41
135.0,500,40,419.6273,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.192,0.6564,134.9,2.81,137.71
135.0,500,60,420.4203,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.1961,0.6595,134.9,3.73,138.63
135.0,500,80,429.4653,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2434,0.6503,134.9,4.74,139.64
135.0,500,100,430.3918,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2482,0.6533,134.9,5.69,140.59
135.0,500,120,436.253,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2788,0.6493,134.9,6.74,141.63
140.0,400,0,566.6144,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3678,0.6221,139.89,1.1,140.99
140.0,400,20,574.2159,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3996,0.6182,139.89,2.09,141.98
140.0,400,40,572.1979,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3912,0.6246,139.89,3.07,142.96
140.0,400,60,588.6229,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4598,0.6118,139.88,4.17,144.06
140.0,400,80,590.6336,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4682,0.6142,139.89,5.22,145.1
30.0,450,0,90.9714,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4277,0.7359,29.93,0.2,30.13
140.0,400,100,596.0832,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.491,0.6131,139.88,6.31,146.19
140.0,400,120,599.028,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5033,0.6147,139.88,7.4,147.28
140.0,450,0,483.2094,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2717,0.6482,139.9,1.05,140.95
140.0,450,20,495.541,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3297,0.6365,139.9,2.03,141.93
140.0,450,40,497.7633,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3401,0.638,139.9,3.0,142.9
140.0,450,60,501.4339,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3574,0.6377,139.9,4.0,143.89
140.0,450,80,508.7124,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3916,0.6332,139.89,5.05,144.95
140.0,450,100,511.4539,100.0,1.4,1.1,60.0001,65.0002,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4045,0.6343,139.89,6.09,145.98
140.0,450,120,518.3245,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4368,0.6306,139.89,7.2,147.09
140.0,500,0,428.8405,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2401,0.6573,139.9,1.04,140.94
30.0,450,20,90.996,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4278,0.7399,29.93,0.37,30.3
140.0,500,20,434.6607,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2705,0.6528,139.9,1.98,141.88
140.0,500,40,438.6539,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.2914,0.6513,139.9,2.94,142.84
140.0,500,60,440.9536,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3034,0.6523,139.9,3.91,143.81
140.0,500,80,445.5536,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3274,0.6501,139.9,4.92,144.82
140.0,500,100,445.2693,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3259,0.6548,139.9,5.89,145.79
140.0,500,120,455.139,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3775,0.6456,139.9,7.03,146.92
145.0,400,0,593.7166,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4811,0.615,144.89,1.15,146.04
145.0,400,20,592.8193,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4773,0.6201,144.89,2.16,147.05
145.0,400,40,603.6166,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5224,0.6135,144.89,3.24,148.12
145.0,400,60,613.001,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5617,0.6086,144.88,4.35,149.23
30.0,450,40,91.9331,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4322,0.7368,29.93,0.55,30.48
145.0,400,80,617.4937,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5804,0.6087,144.88,5.45,150.34
145.0,400,100,621.7616,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5983,0.609,144.88,6.58,151.46
145.0,400,120,629.8976,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6323,0.6059,144.88,7.78,152.66
145.0,450,0,512.9421,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4115,0.6326,144.9,1.12,146.02
145.0,450,20,513.4811,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.414,0.6362,144.89,2.1,147.0
145.0,450,40,519.9861,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4446,0.6326,144.89,3.14,148.03
145.0,450,60,517.5517,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4331,0.6399,144.9,4.13,149.02
145.0,450,80,537.6155,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5275,0.621,144.89,5.34,150.23
145.0,450,100,529.4986,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4893,0.6346,144.89,6.3,151.2
145.0,450,120,542.9345,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5525,0.6239,144.89,7.54,152.43
30.0,450,60,92.7507,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.436,0.7347,29.92,0.74,30.66
145.0,500,0,452.2439,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3623,0.6457,144.9,1.1,146.0
145.0,500,20,451.5522,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3587,0.6509,144.9,2.06,146.96
145.0,500,40,455.8991,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3814,0.6491,144.9,3.05,147.95
145.0,500,60,458.6456,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.3958,0.6496,144.9,4.06,148.96
145.0,500,80,462.6691,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4168,0.6484,144.9,5.11,150.01
145.0,500,100,467.0032,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4394,0.647,144.9,6.18,151.07
145.0,500,120,470.9858,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.4602,0.6462,144.9,7.27,152.17
150.0,400,0,621.3518,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5966,0.6079,149.89,1.2,151.09
150.0,400,20,629.1369,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6291,0.6047,149.89,2.29,152.18
150.0,400,40,630.8567,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6363,0.6074,149.89,3.38,153.27
30.0,450,80,92.6585,100.0,1.4,1.1,60.0,65.0002,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,0.4356,0.7398,29.92,0.92,30.85
150.0,400,60,628.0459,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6245,0.6144,149.89,4.45,154.34
150.0,400,80,638.4796,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6681,0.609,149.89,5.64,155.52
150.0,400,100,654.438,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7348,0.599,149.88,6.93,156.81
150.0,400,120,655.2368,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.7382,0.6027,149.88,8.09,157.97
150.0,450,0,539.588,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5367,0.6222,149.89,1.18,151.07
150.0,450,20,534.9093,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5147,0.6318,149.9,2.19,152.09
150.0,450,40,543.8499,100.0,1.4,1.1,60.0,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5568,0.6259,149.89,3.28,153.17
150.0,450,60,549.2769,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5823,0.6241,149.89,4.38,154.27
150.0,450,80,551.3157,100.0,1.4,1.1,60.0001,65.0001,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.5919,0.6262,149.89,5.48,155.37
150.0,450,100,565.3973,100.0,1.4,1.1,60.0,65.0,50.0,100.0,1.4,1.1,60.0,60.0,2000.0,100.0,1.4,3.0,90.0,90.0,2.6581,0.6156,149.89,6.73,156.62
